Signal_Date,Asset,Previous_Target_Weight,New_Target_Weight,Trade_Weight,Trade_Direction,Turnover_Contribution,Defensive_Overlay_Active,Turnover_Limit_Exception,Turnover_Exception_Reason,Execution_Rule
2024-09-30,CASH,1.0,1.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2024-10-31,XLF,0.0,0.49979999999999997,0.49979999999999997,BUY,0.24989999999999998,False,False,NONE,Next trading session after signal date
2024-10-31,XLK,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2024-10-31,XLE,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2024-10-31,CASH,1.0,0.5002,-0.4998,SELL,0.2499,False,False,NONE,Next trading session after signal date
2024-11-29,XLF,0.49979999999999997,0.0,-0.49979999999999997,SELL,0.24989999999999998,False,False,NONE,Next trading session after signal date
2024-11-29,XLK,0.0,0.27264489171071155,0.27264489171071155,BUY,0.13632244585535577,False,False,NONE,Next trading session after signal date
2024-11-29,XLE,0.0,0.22695794647018908,0.22695794647018908,BUY,0.11347897323509454,False,False,NONE,Next trading session after signal date
2024-11-29,CASH,0.5002,0.5003971618190994,0.00019716181909945618,BUY,9.858090954972809e-05,False,False,NONE,Next trading session after signal date
2024-12-31,XLF,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2024-12-31,XLK,0.27264489171071155,0.4631306698706761,0.19048577815996454,BUY,0.09524288907998227,False,False,NONE,Next trading session after signal date
2024-12-31,XLE,0.22695794647018908,0.3772987056998669,0.15034075922967782,BUY,0.07517037961483891,False,False,NONE,Next trading session after signal date
2024-12-31,CASH,0.5003971618190994,0.15957062442945702,-0.3408265373896424,SELL,0.1704132686948212,False,False,NONE,Next trading session after signal date
2025-01-31,XLF,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2025-01-31,XLK,0.4631306698706761,0.5433935784530027,0.08026290858232665,BUY,0.040131454291163327,False,False,NONE,Next trading session after signal date
2025-01-31,XLE,0.3772987056998669,0.0,-0.3772987056998669,SELL,0.18864935284993345,False,False,NONE,Next trading session after signal date
2025-01-31,CASH,0.15957062442945702,0.45660642154699727,0.29703579711754025,BUY,0.14851789855877012,False,False,NONE,Next trading session after signal date
2025-02-28,XLF,0.0,0.3176997716935501,0.3176997716935501,BUY,0.15884988584677506,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-02-28,XLK,0.5433935784530027,0.0,-0.5433935784530027,SELL,0.27169678922650137,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-02-28,XLE,0.0,0.22485661504400073,0.22485661504400073,BUY,0.11242830752200036,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-02-28,CASH,0.45660642154699727,0.4574436132624491,0.0008371917154518238,BUY,0.0004185958577259119,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-03-31,XLF,0.3176997716935501,0.3577762769449223,0.040076505251372185,BUY,0.020038252625686093,False,False,NONE,Next trading session after signal date
2025-03-31,XLK,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2025-03-31,XLE,0.22485661504400073,0.4187774246460419,0.19392080960204117,BUY,0.09696040480102058,False,False,NONE,Next trading session after signal date
2025-03-31,CASH,0.4574436132624491,0.22344629840903574,-0.23399731485341335,SELL,0.11699865742670668,False,False,NONE,Next trading session after signal date
2025-04-30,XLF,0.3577762769449223,0.0,-0.3577762769449223,SELL,0.17888813847246116,True,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-04-30,XLK,0.0,0.0,0.0,HOLD,0.0,True,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-04-30,XLE,0.4187774246460419,0.0,-0.4187774246460419,SELL,0.20938871232302095,True,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-04-30,CASH,0.22344629840903574,1.0,0.7765537015909643,BUY,0.38827685079548213,True,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-05-30,XLF,0.0,0.0,0.0,HOLD,0.0,True,False,NONE,Next trading session after signal date
2025-05-30,XLK,0.0,0.17959239985406697,0.17959239985406697,BUY,0.08979619992703348,True,False,NONE,Next trading session after signal date
2025-05-30,XLE,0.0,0.13745283404995978,0.13745283404995978,BUY,0.06872641702497989,True,False,NONE,Next trading session after signal date
2025-05-30,CASH,1.0,0.6829547660959733,-0.3170452339040267,SELL,0.15852261695201336,True,False,NONE,Next trading session after signal date
2025-06-30,XLF,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2025-06-30,XLK,0.17959239985406697,0.28785140882562515,0.10825900897155818,BUY,0.05412950448577909,False,False,NONE,Next trading session after signal date
2025-06-30,XLE,0.13745283404995978,0.0,-0.13745283404995978,SELL,0.06872641702497989,False,False,NONE,Next trading session after signal date
2025-06-30,CASH,0.6829547660959733,0.7121485911743748,0.029193825078401514,BUY,0.014596912539200757,False,False,NONE,Next trading session after signal date
2025-07-31,XLF,0.0,0.34123537989936575,0.34123537989936575,BUY,0.17061768994968288,False,False,NONE,Next trading session after signal date
2025-07-31,XLK,0.28785140882562515,0.4460067289413496,0.15815532011572442,BUY,0.07907766005786221,False,False,NONE,Next trading session after signal date
2025-07-31,XLE,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2025-07-31,CASH,0.7121485911743748,0.21275789115928467,-0.4993907000150901,SELL,0.24969535000754506,False,False,NONE,Next trading session after signal date
2025-08-29,XLF,0.34123537989936575,0.0,-0.34123537989936575,SELL,0.17061768994968288,False,False,NONE,Next trading session after signal date
2025-08-29,XLK,0.4460067289413496,0.6,0.1539932710586504,BUY,0.0769966355293252,False,False,NONE,Next trading session after signal date
2025-08-29,XLE,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2025-08-29,CASH,0.21275789115928467,0.4,0.18724210884071535,BUY,0.09362105442035767,False,False,NONE,Next trading session after signal date
2025-09-30,XLF,0.0,0.4626086329381077,0.4626086329381077,BUY,0.23130431646905386,False,False,NONE,Next trading session after signal date
2025-09-30,XLK,0.6,0.5373913670618922,-0.06260863293810781,SELL,0.031304316469053906,False,False,NONE,Next trading session after signal date
2025-09-30,XLE,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2025-09-30,CASH,0.4,1.1102230246251565e-16,-0.3999999999999999,SELL,0.19999999999999996,False,False,NONE,Next trading session after signal date
2025-10-31,XLF,0.4626086329381077,0.46631211873433664,0.0037034857962289225,BUY,0.0018517428981144612,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-10-31,XLK,0.5373913670618922,0.0,-0.5373913670618922,SELL,0.2686956835309461,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-10-31,XLE,0.0,0.5155634857788012,0.5155634857788012,BUY,0.2577817428894006,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-10-31,CASH,1.1102230246251565e-16,0.018124395486862177,0.018124395486862066,BUY,0.009062197743431033,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-11-28,XLF,0.46631211873433664,0.0,-0.46631211873433664,SELL,0.23315605936716832,False,False,NONE,Next trading session after signal date
2025-11-28,XLK,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2025-11-28,XLE,0.5155634857788012,0.6,0.0844365142211988,BUY,0.0422182571105994,False,False,NONE,Next trading session after signal date
2025-11-28,CASH,0.018124395486862177,0.4,0.38187560451313785,BUY,0.19093780225656892,False,False,NONE,Next trading session after signal date
2025-12-31,XLF,0.0,0.6,0.6,BUY,0.3,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-12-31,XLK,0.0,0.0,0.0,HOLD,0.0,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-12-31,XLE,0.6,0.0,-0.6,SELL,0.3,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2025-12-31,CASH,0.4,0.4,0.0,HOLD,0.0,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2026-01-30,XLF,0.6,0.44324803076556796,-0.15675196923443202,SELL,0.07837598461721601,False,False,NONE,Next trading session after signal date
2026-01-30,XLK,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2026-01-30,XLE,0.0,0.4557513047271153,0.4557513047271153,BUY,0.22787565236355764,False,False,NONE,Next trading session after signal date
2026-01-30,CASH,0.4,0.1010006645073167,-0.2989993354926833,SELL,0.14949966774634166,False,False,NONE,Next trading session after signal date
2026-02-27,XLF,0.44324803076556796,0.3859205237877372,-0.05732750697783073,SELL,0.028663753488915367,False,False,NONE,Next trading session after signal date
2026-02-27,XLK,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2026-02-27,XLE,0.4557513047271153,0.4280740485300472,-0.027677256197068068,SELL,0.013838628098534034,False,False,NONE,Next trading session after signal date
2026-02-27,CASH,0.1010006645073167,0.18600542768221562,0.08500476317489891,BUY,0.042502381587449456,False,False,NONE,Next trading session after signal date
2026-03-31,XLF,0.3859205237877372,0.39804457622165473,0.01212405243391751,BUY,0.006062026216958755,False,False,NONE,Next trading session after signal date
2026-03-31,XLK,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2026-03-31,XLE,0.4280740485300472,0.46268988851078363,0.03461583998073642,BUY,0.01730791999036821,False,False,NONE,Next trading session after signal date
2026-03-31,CASH,0.18600542768221562,0.13926553526756158,-0.04673989241465404,SELL,0.02336994620732702,False,False,NONE,Next trading session after signal date
2026-04-30,XLF,0.39804457622165473,0.0,-0.39804457622165473,SELL,0.19902228811082737,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2026-04-30,XLK,0.0,0.4632481766522369,0.4632481766522369,BUY,0.23162408832611844,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2026-04-30,XLE,0.46268988851078363,0.0,-0.46268988851078363,SELL,0.23134494425539182,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2026-04-30,CASH,0.13926553526756158,0.5367518233477631,0.3974862880802015,BUY,0.19874314404010074,False,True,MANDATORY_SIGNAL_EXIT,Next trading session after signal date
2026-05-29,XLF,0.0,0.35695490623417786,0.35695490623417786,BUY,0.17847745311708893,False,False,NONE,Next trading session after signal date
2026-05-29,XLK,0.4632481766522369,0.373806637259731,-0.08944153939250588,SELL,0.04472076969625294,False,False,NONE,Next trading session after signal date
2026-05-29,XLE,0.0,0.0,0.0,HOLD,0.0,False,False,NONE,Next trading session after signal date
2026-05-29,CASH,0.5367518233477631,0.26923845650609113,-0.26751336684167193,SELL,0.13375668342083596,False,False,NONE,Next trading session after signal date
