Date,Strategy,Gross_Return,Net_Return,Trading_Cost_Drag,Equity,Drawdown,Gross_Exposure,Rebalanced,Signal_Date,One_Way_Turnover,Risky_Trade_Notional,Transaction_Cost_Fraction,Slippage_Fraction,Total_Trading_Cost_Fraction
2024-07-16,Week7_Strategy_Net,-0.0020198844796870718,-0.0020198844796870397,-3.209238430557093e-17,1.054703256569043,-0.010881952509939619,0.605708334666321,False,,0.0,0.0,0.0,0.0,0.0
2024-07-17,Week7_Strategy_Net,-0.02355986418688014,-0.023559864186880164,2.42861286636753e-17,1.0298545910868162,-0.034185439373597526,0.5961947375244495,False,,0.0,0.0,0.0,0.0,0.0
2024-07-18,Week7_Strategy_Net,5.3228891799690734e-05,5.322889179959489e-05,9.584347204771859e-17,1.0299094091054144,-0.0341340301348515,0.5962162304870274,False,,0.0,0.0,0.0,0.0,0.0
2024-07-19,Week7_Strategy_Net,-0.0093267895330017,-0.0093267895330017,0.0,1.02030366080863,-0.04314245875287237,0.5924147688190428,False,,0.0,0.0,0.0,0.0,0.0
2024-07-22,Week7_Strategy_Net,0.01402788407874217,0.014027884078742225,-5.551115123125783e-17,1.0346163622875697,-0.029719772084387475,0.5980532314934773,False,,0.0,0.0,0.0,0.0,0.0
2024-07-23,Week7_Strategy_Net,-0.0023805175758489488,-0.002380517575848895,-5.377642775528102e-17,1.0321534398528833,-0.03202954122043922,0.5970941069336198,False,,0.0,0.0,0.0,0.0,0.0
2024-07-24,Week7_Strategy_Net,-0.02471104891048597,-0.02471104891048581,-1.5959455978986625e-16,1.0066478457175525,-0.05594910657124641,0.5868856172149941,False,,0.0,0.0,0.0,0.0,0.0
2024-07-25,Week7_Strategy_Net,-0.006279864642892498,-0.006279864642892541,4.2500725161431774e-17,1.000326233503387,-0.06187761839798067,0.5842749199838371,False,,0.0,0.0,0.0,0.0,0.0
2024-07-26,Week7_Strategy_Net,0.007413821074399095,0.00741382107439903,6.505213034913027e-17,1.0077424732146085,-0.05492254691489418,0.5873343492818122,False,,0.0,0.0,0.0,0.0,0.0
2024-07-29,Week7_Strategy_Net,-0.0026068968051026617,-0.002606896805102621,-4.0766001685454967e-17,1.0051153925808192,-0.05738626630791632,0.5862557607463722,False,,0.0,0.0,0.0,0.0,0.0
2024-07-30,Week7_Strategy_Net,-0.014729953377749587,-0.014729953377749627,3.9898639947466563e-17,0.9903100897088452,-0.07127092265842727,0.5800702145852851,False,,0.0,0.0,0.0,0.0,0.0
2024-07-31,Week7_Strategy_Net,0.024566853615914045,0.02456685361591404,3.469446951953614e-18,1.014638892717085,-0.04845497136653387,0.5901392047452116,False,,0.0,0.0,0.0,0.0,0.0
2024-08-01,Week7_Strategy_Net,-0.022008866390748387,-0.02257699672910274,0.0005681303383543515,0.991731393754991,-0.06993800036558562,0.0,True,2024-07-31,0.5809156329033296,0.5809156329033297,0.0002904578164516649,0.0002904578164516649,0.0005809156329033298
2024-08-02,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-05,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-06,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-07,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-08,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-09,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-12,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-13,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-14,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-15,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-16,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-19,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-20,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-21,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-22,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-23,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-26,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-27,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-28,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-29,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-08-30,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-03,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,True,2024-08-30,0.0,0.0,0.0,0.0,0.0
2024-09-04,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-05,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-06,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-09,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-10,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-11,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-12,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-13,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-16,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-17,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-18,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-19,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-20,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-23,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-24,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-25,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-26,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-27,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-09-30,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-01,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,True,2024-09-30,0.0,0.0,0.0,0.0,0.0
2024-10-02,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-03,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-04,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-07,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-08,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-09,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-10,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-11,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-14,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-15,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-16,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-17,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-18,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-21,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-22,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-23,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-24,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-25,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-28,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-29,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-30,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-10-31,Week7_Strategy_Net,0.0,0.0,0.0,0.991731393754991,-0.06993800036558562,0.0,False,,0.0,0.0,0.0,0.0,0.0
2024-11-01,Week7_Strategy_Net,0.0,-0.0004998000000000502,0.0004998000000000502,0.9912357264043922,-0.07040284535300301,0.4997999999999999,True,2024-10-31,0.49979999999999997,0.4997999999999999,0.00024989999999999995,0.00024989999999999995,0.0004997999999999999
2024-11-04,Week7_Strategy_Net,-0.0038577931892709834,-0.0038577931892709305,-5.2909066017292616e-17,0.9874117439701073,-0.07398903892496578,0.49786285875643055,False,,0.0,0.0,0.0,0.0,0.0
2024-11-05,Week7_Strategy_Net,0.004625742642443302,0.004625742642443198,1.0408340855860843e-16,0.9919792565798391,-0.06970555053495109,0.5001749209384084,False,,0.0,0.0,0.0,0.0,0.0
2024-11-06,Week7_Strategy_Net,0.030410993040024557,0.03041099304002448,7.632783294297951e-17,1.0221463308475371,-0.04141437250709623,0.5149264881317345,False,,0.0,0.0,0.0,0.0,0.0
2024-11-07,Week7_Strategy_Net,-0.00831362703217438,-0.00831362703217442,3.9898639947466563e-17,1.0136485874805652,-0.049383695892475044,0.5108599602749575,False,,0.0,0.0,0.0,0.0,0.0
2024-11-08,Week7_Strategy_Net,0.004610829621243388,0.004610829621243484,-9.627715291671279e-17,1.0183223484132522,-0.04500056607905911,0.5131049503921262,False,,0.0,0.0,0.0,0.0,0.0
2024-11-11,Week7_Strategy_Net,0.007301725088616127,0.00730172508861604,8.673617379884035e-17,1.0257578582529596,-0.03802742275278448,0.5166343534604394,False,,0.0,0.0,0.0,0.0,0.0
2024-11-12,Week7_Strategy_Net,-0.0015532990179207473,-0.001553299017920784,3.664603343001005e-17,1.0241645495791107,-0.03952165381228934,0.5158823740274581,False,,0.0,0.0,0.0,0.0,0.0
2024-11-13,Week7_Strategy_Net,0.0003112243720955674,0.0003112243720955199,4.7488055154865094e-17,1.024483294547976,-0.03922272954208572,0.5160329963542827,False,,0.0,0.0,0.0,0.0,0.0
2024-11-14,Week7_Strategy_Net,-0.0013479349896976561,-0.0013479349896977633,1.0711917464156784e-16,1.023102357668894,-0.04051779484224216,0.5153797597757688,False,,0.0,0.0,0.0,0.0,0.0
2024-11-15,Week7_Strategy_Net,0.0023879205769961453,0.0023879205769961054,3.9898639947466563e-17,1.0255454448411447,-0.038226627541284475,0.5165342376180339,False,,0.0,0.0,0.0,0.0,0.0
2024-11-18,Week7_Strategy_Net,0.0015537019017144403,0.0015537019017144438,-3.469446951953614e-18,1.027138836749089,-0.03673231842347702,0.517284234021622,False,,0.0,0.0,0.0,0.0,0.0
2024-11-19,Week7_Strategy_Net,-0.003412744403334491,-0.003412744403334611,1.201296007113939e-16,1.023633474432526,-0.04001970481269035,0.5156312071346209,False,,0.0,0.0,0.0,0.0,0.0
2024-11-20,Week7_Strategy_Net,-0.0015565226359289198,-0.0015565226359287587,-1.6111244283134596e-16,1.0220401657586773,-0.041513935872194985,0.5148761008042927,False,,0.0,0.0,0.0,0.0,0.0
2024-11-21,Week7_Strategy_Net,0.006547627257139463,0.006547627257139421,4.163336342344337e-17,1.02873210380589,-0.035238126393123514,0.5180318486094108,False,,0.0,0.0,0.0,0.0,0.0
2024-11-22,Week7_Strategy_Net,0.005782311514151153,0.005782311514151095,5.811323644522304e-17,1.0346805532947037,-0.029659572702952608,0.5208027165788867,False,,0.0,0.0,0.0,0.0,0.0
2024-11-25,Week7_Strategy_Net,0.0033878691402877276,0.003387869140287769,-4.163336342344337e-17,1.0381859156112667,-0.026372186313739276,0.5224206927758713,False,,0.0,0.0,0.0,0.0,0.0
2024-11-26,Week7_Strategy_Net,0.001023123020881231,0.0010231230208812558,-2.4936649967166602e-17,1.0392481075214832,-0.025376045283786564,0.5229088157495375,False,,0.0,0.0,0.0,0.0,0.0
2024-11-27,Week7_Strategy_Net,0.0010220773100562944,0.001022077310056213,8.131516293641283e-17,1.0403102994316997,-0.02437990425383396,0.5233959419431581,False,,0.0,0.0,0.0,0.0,0.0
2024-11-29,Week7_Strategy_Net,0.000816890994844513,0.0008168909948444991,1.3877787807814457e-17,1.0411601195471494,-0.023582928983229667,0.5237849577228039,False,,0.0,0.0,0.0,0.0,0.0
2024-12-02,Week7_Strategy_Net,-0.005203129668940843,-0.006218714836825567,0.0010155851678847246,1.0346854416642104,-0.029654988309691488,0.49960283818090045,True,2024-11-29,0.5212941893165424,1.020897027497443,0.0005104485137487215,0.0005104485137487215,0.001020897027497443
2024-12-03,Week7_Strategy_Net,0.0009582165993253068,0.0009582165993253788,-7.19910242530375e-17,1.0356768944294934,-0.028725187612417158,0.5000818680332548,False,,0.0,0.0,0.0,0.0,0.0
2024-12-04,Week7_Strategy_Net,-0.0004708185264207399,-0.0004708185264207243,-1.5612511283791264e-17,1.0351892785602101,-0.029182481788335046,0.49984638644593726,False,,0.0,0.0,0.0,0.0,0.0
2024-12-05,Week7_Strategy_Net,-0.0005451211255228221,-0.0005451211255227406,-8.153200337090993e-17,1.0346249750155523,-0.0297116949265398,0.499573593439952,False,,0.0,0.0,0.0,0.0,0.0
2024-12-06,Week7_Strategy_Net,-0.002695306940510866,-0.0026953069405109,3.382710778154774e-17,1.031836343139567,-0.03232691972950086,0.49822114541057544,False,,0.0,0.0,0.0,0.0,0.0
2024-12-09,Week7_Strategy_Net,-0.00218035611997158,-0.0021803561199716937,1.1362438767648086e-16,1.0295865724539934,-0.03443679165220048,0.4971246981686449,False,,0.0,0.0,0.0,0.0,0.0
2024-12-10,Week7_Strategy_Net,-0.005351406610585305,-0.0053514066105851965,-1.0842021724855044e-16,1.0240768360639934,-0.0396039129882908,0.4944191293552914,False,,0.0,0.0,0.0,0.0,0.0
2024-12-11,Week7_Strategy_Net,0.004356745240143787,0.0043567452401438445,-5.724587470723463e-17,1.0285384779450568,-0.03541971190754967,0.496612261488996,False,,0.0,0.0,0.0,0.0,0.0
2024-12-12,Week7_Strategy_Net,-0.00332102615535641,-0.0033210261553565656,1.5569143196891844e-16,1.0251226747580107,-0.038623108273246,0.4949349271719772,False,,0.0,0.0,0.0,0.0,0.0
2024-12-13,Week7_Strategy_Net,9.902197282182041e-05,9.902197282185554e-05,-3.5128150388530344e-17,1.0252241844276497,-0.03852791083680185,0.494984934760042,False,,0.0,0.0,0.0,0.0,0.0
2024-12-16,Week7_Strategy_Net,-0.0019624508009099444,-0.001962450800909843,-1.0148132334464322e-16,1.0232122324058075,-0.040414752508232676,0.49399191879581594,False,,0.0,0.0,0.0,0.0,0.0
2024-12-17,Week7_Strategy_Net,-0.003284258451754375,-0.003284258451754507,1.3183898417423734e-16,1.0198517389835902,-0.0435662784674864,0.4923245815118984,False,,0.0,0.0,0.0,0.0,0.0
2024-12-18,Week7_Strategy_Net,-0.015310182984360834,-0.01531018298436082,-1.3877787807814457e-17,1.0042376222428329,-0.05820945375656228,0.4844311277365037,False,,0.0,0.0,0.0,0.0,0.0
2024-12-19,Week7_Strategy_Net,-0.0015083962304381464,-0.0015083962304381915,4.5102810375396984e-17,1.0027228339989775,-0.0596300470663782,0.48365227076813505,False,,0.0,0.0,0.0,0.0,0.0
2024-12-20,Week7_Strategy_Net,0.006169173782282714,0.006169173782282655,5.898059818321144e-17,1.0089088054173803,-0.053828741407093705,0.4868181786062217,False,,0.0,0.0,0.0,0.0,0.0
2024-12-23,Week7_Strategy_Net,0.004179491509437048,0.004179491509437083,-3.5561831257524545e-17,1.0131255312034184,-0.04987422666533137,0.48895409064530215,False,,0.0,0.0,0.0,0.0,0.0
2024-12-24,Week7_Strategy_Net,0.004663503336868051,0.004663503336868047,4.336808689942018e-18,1.0178502454988518,-0.04544331195094076,0.49132629217910195,False,,0.0,0.0,0.0,0.0,0.0
2024-12-26,Week7_Strategy_Net,1.5956951597541862e-05,1.5956951597617675e-05,-7.58128369110489e-17,1.0178664872859529,-0.04542808013607236,0.4913344089313179,False,,0.0,0.0,0.0,0.0,0.0
2024-12-27,Week7_Strategy_Net,-0.0037895117905225183,-0.0037895117905225595,4.119968255444917e-17,1.014009270231205,-0.04904544168129854,0.48939948224905383,False,,0.0,0.0,0.0,0.0,0.0
2024-12-30,Week7_Strategy_Net,-0.0035913797764983726,-0.0035913797764984823,1.0972125985553305e-16,1.0103675778449146,-0.052460680650413316,0.48755911240870764,False,,0.0,0.0,0.0,0.0,0.0
2024-12-31,Week7_Strategy_Net,0.0004410878607284019,0.00044108786072838413,1.7780915628762273e-17,1.0108132387183755,-0.052042732559085425,0.4877850442077911,False,,0.0,0.0,0.0,0.0,0.0
2025-01-02,Week7_Strategy_Net,0.0018268751822500624,0.0014745223665006968,0.00035235281574936563,1.0123037054472208,-0.05064494836575684,0.840429375570543,True,2024-12-31,0.35171028495823325,0.3517102849582332,0.0001758551424791166,0.0001758551424791166,0.0003517102849582332
2025-01-03,Week7_Strategy_Net,0.011073380604751841,0.011073380604751826,1.5612511283791264e-17,1.0235133296652386,-0.040132378549966985,0.8421770096112973,False,,0.0,0.0,0.0,0.0,0.0
2025-01-06,Week7_Strategy_Net,0.004201462445251231,0.004201462445251325,-9.367506770274758e-17,1.0278135824820411,-0.03609953078603201,0.8428373226977777,False,,0.0,0.0,0.0,0.0,0.0
